name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
Bonnie,1992,9,22,6,37.7,-51.2,hurricane,2,95,967,NA,NA
Bonnie,1992,9,22,12,37.8,-51,hurricane,2,90,968,NA,NA
Bonnie,1992,9,22,18,37.8,-50.9,hurricane,2,90,969,NA,NA
Bonnie,1992,9,23,0,37.7,-50.7,hurricane,2,90,970,NA,NA
Bonnie,1992,9,23,6,37.6,-50.7,hurricane,2,85,972,NA,NA
Bonnie,1992,9,23,12,37.6,-50.8,hurricane,2,85,974,NA,NA
Bonnie,1992,9,23,18,37.5,-51,hurricane,1,80,977,NA,NA
Bonnie,1992,9,24,0,37.5,-51.1,hurricane,1,75,979,NA,NA
Bonnie,1992,9,24,6,37.5,-51.2,hurricane,1,70,983,NA,NA
Bonnie,1992,9,24,12,37.4,-51.4,hurricane,1,65,987,NA,NA
Bonnie,1992,9,24,18,37.2,-51.5,tropical storm,0,60,995,NA,NA
Bonnie,1992,9,25,0,36.8,-51.8,tropical storm,0,55,995,NA,NA
Bonnie,1992,9,25,6,36.3,-51.8,tropical storm,0,45,1000,NA,NA
Bonnie,1992,9,25,12,35.7,-51.8,tropical storm,0,40,1005,NA,NA
Bonnie,1992,9,25,18,35.1,-51.8,tropical storm,0,35,1007,NA,NA
Bonnie,1992,9,26,0,34.6,-51.7,tropical depression,-1,30,1009,NA,NA
Bonnie,1992,9,26,6,34.1,-51.3,tropical depression,-1,30,1009,NA,NA
Bonnie,1992,9,26,12,33.8,-50.8,tropical depression,-1,30,1008,NA,NA
Bonnie,1992,9,26,18,33.3,-49.9,tropical storm,0,35,1006,NA,NA
Bonnie,1992,9,27,0,33.2,-48.4,tropical storm,0,35,1005,NA,NA
Bonnie,1992,9,27,6,33.1,-46.9,tropical storm,0,40,1003,NA,NA
Bonnie,1992,9,27,12,33,-45.4,tropical storm,0,40,1001,NA,NA
Bonnie,1992,9,27,18,33,-44,tropical storm,0,45,999,NA,NA
Bonnie,1992,9,28,0,33.1,-43,tropical storm,0,50,996,NA,NA
Bonnie,1992,9,28,6,33.4,-42,tropical storm,0,55,994,NA,NA
Bonnie,1992,9,28,12,33.9,-41,tropical storm,0,60,993,NA,NA
Bonnie,1992,9,28,18,34.5,-39.8,tropical storm,0,60,992,NA,NA
Bonnie,1992,9,29,0,35,-38.5,tropical storm,0,60,992,NA,NA
Bonnie,1992,9,29,6,35.2,-37.6,tropical storm,0,60,993,NA,NA
Bonnie,1992,9,29,12,35.5,-36.6,tropical storm,0,55,994,NA,NA
Bonnie,1992,9,29,18,36.1,-34.8,tropical storm,0,55,995,NA,NA
Bonnie,1992,9,30,0,36.6,-32.1,tropical storm,0,55,995,NA,NA
Bonnie,1992,9,30,6,37.3,-29.4,tropical storm,0,55,995,NA,NA
Bonnie,1992,9,30,12,38.4,-26.4,tropical storm,0,50,997,NA,NA
Bonnie,1992,9,30,18,39,-24.2,tropical storm,0,40,1002,NA,NA
Charley,1992,9,21,18,30,-33,tropical depression,-1,25,1012,NA,NA
Charley,1992,9,22,0,30.3,-33.6,tropical depression,-1,30,1011,NA,NA
Charley,1992,9,22,6,30.9,-33.8,tropical depression,-1,30,1009,NA,NA
Charley,1992,9,22,12,31.6,-34,tropical storm,0,35,1005,NA,NA
Charley,1992,9,22,18,32.5,-34,tropical storm,0,45,1000,NA,NA
Charley,1992,9,23,0,33.4,-34.2,tropical storm,0,55,995,NA,NA
Charley,1992,9,23,6,34.1,-34.4,tropical storm,0,60,991,NA,NA
Charley,1992,9,23,12,34.7,-34.5,hurricane,1,65,987,NA,NA
Charley,1992,9,23,18,35.2,-34.6,hurricane,1,75,981,NA,NA
Charley,1992,9,24,0,35.6,-34.6,hurricane,2,85,975,NA,NA
Charley,1992,9,24,6,35.8,-34.5,hurricane,2,90,970,NA,NA
Charley,1992,9,24,12,36,-34.3,hurricane,2,90,967,NA,NA
Charley,1992,9,24,18,36.1,-34.1,hurricane,2,95,965,NA,NA
Charley,1992,9,25,0,36.1,-33.8,hurricane,2,95,967,NA,NA
Charley,1992,9,25,6,36,-33.6,hurricane,2,90,970,NA,NA
Charley,1992,9,25,12,35.9,-33.4,hurricane,2,85,973,NA,NA
Charley,1992,9,25,18,35.9,-33.2,hurricane,1,75,976,NA,NA
Charley,1992,9,26,0,35.9,-32.8,hurricane,1,70,979,NA,NA
Charley,1992,9,26,6,36.1,-32.3,hurricane,1,65,980,NA,NA
Charley,1992,9,26,12,36.3,-31.5,hurricane,1,65,980,NA,NA
Charley,1992,9,26,18,36.6,-30.6,hurricane,1,65,980,NA,NA
Charley,1992,9,27,0,37.2,-29.4,tropical storm,0,60,980,NA,NA
Charley,1992,9,27,6,38,-28,tropical storm,0,55,980,NA,NA
Charley,1992,9,27,12,39,-26.3,tropical storm,0,55,981,NA,NA
Danielle,1992,9,22,12,32.5,-74.6,tropical depression,-1,30,1009,NA,NA
Danielle,1992,9,22,18,32.8,-74.2,tropical storm,0,45,1006,NA,NA
Danielle,1992,9,23,0,33.6,-73.8,tropical storm,0,45,1005,NA,NA
Danielle,1992,9,23,6,34.1,-73.5,tropical storm,0,45,1005,NA,NA
Danielle,1992,9,23,12,34.3,-73.2,tropical storm,0,40,1005,NA,NA
Danielle,1992,9,23,18,34.3,-73.1,tropical storm,0,40,1006,NA,NA
Danielle,1992,9,24,0,34,-73,tropical storm,0,40,1006,NA,NA
Danielle,1992,9,24,6,33.8,-73.1,tropical storm,0,40,1005,NA,NA
Danielle,1992,9,24,12,33.9,-73.3,tropical storm,0,40,1005,NA,NA
Danielle,1992,9,24,18,34.1,-73.8,tropical storm,0,40,1005,NA,NA
Danielle,1992,9,25,0,34.3,-74.3,tropical storm,0,45,1004,NA,NA
Danielle,1992,9,25,6,34.9,-74.8,tropical storm,0,45,1004,NA,NA
Danielle,1992,9,25,12,35.9,-75.2,tropical storm,0,55,1001,NA,NA
Danielle,1992,9,25,18,37,-75.4,tropical storm,0,55,1007,NA,NA
Danielle,1992,9,25,22,37.8,-75.5,tropical storm,0,55,1007,NA,NA
Danielle,1992,9,26,0,38.3,-75.6,tropical storm,0,40,1008,NA,NA
Danielle,1992,9,26,6,39.6,-75.9,tropical storm,0,35,1010,NA,NA
Danielle,1992,9,26,12,40.5,-76.5,tropical depression,-1,25,1014,NA,NA
AL081992,1992,9,25,12,11,-34.7,tropical depression,-1,25,1012,NA,NA
AL081992,1992,9,25,18,11.1,-36.2,tropical depression,-1,30,1011,NA,NA
AL081992,1992,9,26,0,11.2,-37.7,tropical depression,-1,30,1011,NA,NA
AL081992,1992,9,26,6,11.5,-39.2,tropical depression,-1,25,1012,NA,NA
AL081992,1992,9,26,12,11.8,-40.7,tropical depression,-1,25,1013,NA,NA
AL081992,1992,9,26,18,12.3,-41.9,tropical depression,-1,25,1012,NA,NA
AL081992,1992,9,27,0,12.8,-43.1,tropical depression,-1,30,1011,NA,NA
AL081992,1992,9,27,6,13.4,-44.2,tropical depression,-1,30,1010,NA,NA
AL081992,1992,9,27,12,14.1,-45.1,tropical depression,-1,30,1009,NA,NA
AL081992,1992,9,27,18,14.7,-45.8,tropical depression,-1,30,1010,NA,NA
AL081992,1992,9,28,0,15.4,-46.4,tropical depression,-1,30,1011,NA,NA
AL081992,1992,9,28,6,16.2,-46.9,tropical depression,-1,25,1012,NA,NA
AL081992,1992,9,28,12,17.2,-46.9,tropical depression,-1,25,1013,NA,NA
AL081992,1992,9,28,18,18,-46.5,tropical depression,-1,25,1012,NA,NA
AL081992,1992,9,29,0,18.6,-46.2,tropical depression,-1,30,1011,NA,NA
AL081992,1992,9,29,6,19.2,-45.9,tropical depression,-1,30,1010,NA,NA
AL081992,1992,9,29,12,19.8,-45.6,tropical depression,-1,30,1009,NA,NA
AL081992,1992,9,29,18,20.5,-45.4,tropical depression,-1,30,1010,NA,NA
AL081992,1992,9,30,0,21.5,-45.3,tropical depression,-1,30,1009,NA,NA
AL081992,1992,9,30,6,22.5,-45.2,tropical depression,-1,30,1008,NA,NA
AL081992,1992,9,30,12,23.5,-44.8,tropical depression,-1,30,1009,NA,NA
AL081992,1992,9,30,18,24.4,-44.4,tropical depression,-1,30,1010,NA,NA
AL081992,1992,10,1,0,25.4,-43.9,tropical depression,-1,30,1011,NA,NA
AL081992,1992,10,1,6,26.4,-43.2,tropical depression,-1,25,1012,NA,NA
AL081992,1992,10,1,12,27.6,-42.3,tropical depression,-1,20,1015,NA,NA
AL011993,1993,5,31,12,21.5,-84,tropical depression,-1,25,1003,NA,NA
AL011993,1993,5,31,18,22.3,-82,tropical depression,-1,25,1002,NA,NA
AL011993,1993,6,1,0,23.2,-80.3,tropical depression,-1,25,1000,NA,NA
AL011993,1993,6,1,6,24.5,-79,tropical depression,-1,25,1000,NA,NA
AL011993,1993,6,1,12,25.4,-77.5,tropical depression,-1,30,999,NA,NA
AL011993,1993,6,1,18,26.1,-75.8,tropical depression,-1,30,999,NA,NA
AL011993,1993,6,2,0,26.7,-74,tropical depression,-1,30,999,NA,NA
AL011993,1993,6,2,6,27.8,-71.8,tropical depression,-1,30,999,NA,NA
Emily,1993,8,22,18,19.9,-52.6,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,23,0,20.5,-53.6,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,23,6,21.3,-54.8,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,23,12,22.3,-56,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,23,18,23.2,-57.1,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,24,0,24.3,-57.8,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,24,6,25.4,-58.6,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,24,12,26.7,-59.5,tropical depression,-1,30,1020,NA,NA
Emily,1993,8,24,18,27.6,-60,tropical depression,-1,30,1019,NA,NA
Emily,1993,8,25,0,28,-60.3,tropical depression,-1,30,1018,NA,NA
Emily,1993,8,25,6,27.9,-60.5,tropical depression,-1,30,1017,NA,NA
Emily,1993,8,25,12,28,-60.4,tropical storm,0,35,1016,NA,NA
Emily,1993,8,25,18,28.2,-60.4,tropical storm,0,40,1015,NA,NA
Emily,1993,8,26,0,28.3,-60.7,tropical storm,0,45,1013,NA,NA
Emily,1993,8,26,6,27.9,-61,tropical storm,0,55,1010,NA,NA
Emily,1993,8,26,12,27.4,-61.2,tropical storm,0,60,1007,NA,NA
Emily,1993,8,26,18,26.9,-61.7,hurricane,1,65,1004,NA,NA
Emily,1993,8,27,0,26.6,-62.4,tropical storm,0,60,1000,NA,NA
Emily,1993,8,27,6,26.4,-63,tropical storm,0,60,997,NA,NA
Emily,1993,8,27,12,26.3,-63.5,tropical storm,0,60,992,NA,NA
Emily,1993,8,27,18,26.4,-64.4,hurricane,1,65,982,NA,NA
Emily,1993,8,28,0,26.6,-65.2,hurricane,1,75,981,NA,NA
Emily,1993,8,28,6,27,-66.1,hurricane,1,75,982,NA,NA
Emily,1993,8,28,12,27.4,-66.9,hurricane,1,75,981,NA,NA
Emily,1993,8,28,18,28,-67.6,hurricane,1,75,976,NA,NA
Emily,1993,8,29,0,28.6,-68.2,hurricane,1,70,973,NA,NA
Emily,1993,8,29,6,29.3,-68.8,hurricane,1,70,978,NA,NA
Emily,1993,8,29,12,30,-69.2,hurricane,1,70,979,NA,NA
Emily,1993,8,29,18,30.6,-69.7,hurricane,1,70,978,NA,NA
Emily,1993,8,30,0,31.2,-70.2,hurricane,1,70,977,NA,NA
Emily,1993,8,30,6,31.5,-70.8,hurricane,1,70,976,NA,NA
Emily,1993,8,30,12,31.8,-71.4,hurricane,1,75,975,NA,NA
Emily,1993,8,30,18,32,-72.2,hurricane,1,75,974,NA,NA
Emily,1993,8,31,0,32.4,-73,hurricane,1,80,972,NA,NA
Emily,1993,8,31,6,32.9,-73.8,hurricane,2,85,970,NA,NA
Emily,1993,8,31,12,33.6,-74.7,hurricane,2,95,965,NA,NA
Emily,1993,8,31,18,34.5,-75.2,hurricane,3,100,962,NA,NA
Emily,1993,8,31,21,35.2,-75.1,hurricane,3,100,961,NA,NA
Emily,1993,9,1,0,35.6,-74.9,hurricane,3,100,960,NA,NA
Emily,1993,9,1,6,36.6,-74.4,hurricane,3,100,962,NA,NA
Emily,1993,9,1,12,37.5,-72.7,hurricane,2,95,965,NA,NA
Emily,1993,9,1,18,38.2,-70.7,hurricane,2,90,969,NA,NA
Emily,1993,9,2,0,39,-68.5,hurricane,2,90,971,NA,NA
Emily,1993,9,2,6,39.2,-66,hurricane,2,90,972,NA,NA
Emily,1993,9,2,12,39.2,-63.6,hurricane,2,90,973,NA,NA
Emily,1993,9,2,18,39,-61.4,hurricane,2,85,974,NA,NA
Emily,1993,9,3,0,38.6,-59.6,hurricane,1,80,975,NA,NA
Emily,1993,9,3,6,38.1,-58.3,hurricane,1,75,979,NA,NA
Emily,1993,9,3,12,37.5,-57.7,hurricane,1,70,985,NA,NA
Emily,1993,9,3,18,36.9,-57.5,tropical storm,0,60,994,NA,NA
Emily,1993,9,4,0,36.4,-57.6,tropical storm,0,50,999,NA,NA
Emily,1993,9,4,6,36,-57.6,tropical storm,0,40,1002,NA,NA
Emily,1993,9,4,12,35.8,-57.5,tropical storm,0,35,1001,NA,NA
Emily,1993,9,4,18,36.1,-57.2,tropical depression,-1,30,1006,NA,NA
Emily,1993,9,5,0,36.7,-56.9,tropical depression,-1,30,1008,NA,NA
Emily,1993,9,5,6,37.4,-56.4,tropical depression,-1,30,1009,NA,NA
Emily,1993,9,5,12,38,-55.7,tropical depression,-1,25,1010,NA,NA
Emily,1993,9,5,18,38.7,-54.8,tropical depression,-1,25,1011,NA,NA
Emily,1993,9,6,0,39,-53,tropical depression,-1,25,1012,NA,NA
Emily,1993,9,6,6,39.3,-51.1,tropical depression,-1,25,1013,NA,NA
Floyd,1993,9,7,12,24.7,-67.5,tropical depression,-1,25,1012,NA,NA
Floyd,1993,9,7,18,26.2,-68.2,tropical storm,0,40,1010,NA,NA
Floyd,1993,9,8,0,27.8,-68.9,tropical storm,0,45,1009,NA,NA
Floyd,1993,9,8,6,29.4,-69.4,tropical storm,0,45,1011,NA,NA
Floyd,1993,9,8,12,31,-69.8,tropical storm,0,40,1012,NA,NA
Floyd,1993,9,8,18,33.2,-69.2,tropical storm,0,40,1011,NA,NA
Floyd,1993,9,9,0,35.3,-67.8,tropical storm,0,40,1009,NA,NA
Floyd,1993,9,9,6,37.5,-65.7,tropical storm,0,40,1007,NA,NA
Floyd,1993,9,9,12,39.3,-62.4,tropical storm,0,50,997,NA,NA
Floyd,1993,9,9,18,41.7,-58.3,hurricane,1,65,990,NA,NA
Floyd,1993,9,10,0,43.8,-53.9,hurricane,1,65,990,NA,NA
Floyd,1993,9,10,6,45.4,-48.3,hurricane,1,65,990,NA,NA
Floyd,1993,9,10,12,46.5,-42.5,hurricane,1,65,990,NA,NA
Gert,1993,9,14,18,10.6,-80.7,tropical depression,-1,25,1008,NA,NA
Gert,1993,9,15,0,10.7,-81.3,tropical depression,-1,30,1005,NA,NA
Gert,1993,9,15,6,11,-82.2,tropical depression,-1,30,1001,NA,NA
Gert,1993,9,15,12,11.3,-83,tropical storm,0,35,1001,NA,NA
Gert,1993,9,15,18,11.8,-83.8,tropical storm,0,35,1005,NA,NA
Gert,1993,9,16,0,12.1,-84.3,tropical depression,-1,30,1006,NA,NA
Gert,1993,9,16,6,12.5,-84.9,tropical depression,-1,30,1006,NA,NA
Gert,1993,9,16,12,12.9,-85.4,tropical depression,-1,30,1006,NA,NA
Gert,1993,9,16,18,13.3,-85.8,tropical depression,-1,25,1006,NA,NA
Gert,1993,9,17,0,13.8,-86.3,tropical depression,-1,25,1006,NA,NA
Gert,1993,9,17,6,14.5,-86.8,tropical depression,-1,25,1006,NA,NA
Gert,1993,9,17,12,15.4,-87.3,tropical depression,-1,25,1006,NA,NA
Gert,1993,9,17,18,16.3,-87.8,tropical storm,0,35,1001,NA,NA
Gert,1993,9,18,0,17.3,-88.1,tropical storm,0,35,1000,NA,NA
Gert,1993,9,18,6,18.2,-88.6,tropical storm,0,35,1002,NA,NA
Gert,1993,9,18,12,18.7,-89.3,tropical depression,-1,30,1003,NA,NA
Gert,1993,9,18,18,19.2,-90.5,tropical depression,-1,30,1003,NA,NA
Gert,1993,9,19,0,19.6,-91.6,tropical depression,-1,30,1001,NA,NA
Gert,1993,9,19,6,20,-92.5,tropical storm,0,35,1000,NA,NA
Gert,1993,9,19,12,20.5,-93.2,tropical storm,0,40,993,NA,NA
Gert,1993,9,19,18,20.7,-93.9,tropical storm,0,45,992,NA,NA
Gert,1993,9,20,0,20.9,-94.2,tropical storm,0,55,990,NA,NA
Gert,1993,9,20,6,21.1,-95,hurricane,1,65,982,NA,NA
Gert,1993,9,20,12,21.2,-95.9,hurricane,1,80,978,NA,NA
Gert,1993,9,20,18,21.3,-97,hurricane,2,85,970,NA,NA
Gert,1993,9,20,21,21.2,-97.5,hurricane,2,85,970,NA,NA
Gert,1993,9,21,0,21.1,-98.3,hurricane,1,65,984,NA,NA
Gert,1993,9,21,6,20.9,-100.2,tropical storm,0,40,1000,NA,NA
Gert,1993,9,21,12,20.8,-102.5,tropical depression,-1,25,1002,NA,NA
Gert,1993,9,21,18,20.8,-104.7,tropical depression,-1,20,1004,NA,NA
Harvey,1993,9,18,18,26.7,-61.8,tropical depression,-1,30,1014,NA,NA
Harvey,1993,9,19,0,27.3,-62,tropical depression,-1,30,1013,NA,NA
Harvey,1993,9,19,6,27.9,-62,tropical depression,-1,30,1012,NA,NA
Harvey,1993,9,19,12,28.5,-61.7,tropical depression,-1,30,1010,NA,NA
Harvey,1993,9,19,18,29.3,-61.1,tropical depression,-1,30,1009,NA,NA
Harvey,1993,9,20,0,30.2,-60.2,tropical depression,-1,30,1008,NA,NA
Harvey,1993,9,20,6,31.5,-59,tropical storm,0,35,1005,NA,NA
Harvey,1993,9,20,12,33.3,-57.4,tropical storm,0,50,998,NA,NA
Harvey,1993,9,20,18,35.6,-55.2,hurricane,1,65,990,NA,NA
Harvey,1993,9,21,0,37.8,-52.5,tropical storm,0,60,992,NA,NA
Harvey,1993,9,21,6,39.8,-49.4,tropical storm,0,55,994,NA,NA
Harvey,1993,9,21,12,42.5,-46.5,tropical storm,0,50,997,NA,NA
AL101993,1993,9,29,18,30,-63.2,tropical depression,-1,30,1012,NA,NA
AL101993,1993,9,30,0,31.7,-63.7,tropical depression,-1,30,1010,NA,NA
AL101993,1993,9,30,6,33.8,-64,tropical depression,-1,30,1009,NA,NA
AL101993,1993,9,30,12,36.9,-64,tropical depression,-1,30,1008,NA,NA
AL101993,1993,9,30,18,39.6,-62.2,tropical depression,-1,30,1008,NA,NA
Alberto,1994,6,30,6,21.7,-83.6,tropical depression,-1,25,1011,NA,NA
Alberto,1994,6,30,12,21.6,-84.3,tropical depression,-1,25,1010,NA,NA
Alberto,1994,6,30,18,21.6,-85.2,tropical depression,-1,30,1008,NA,NA
Alberto,1994,7,1,0,21.5,-85.6,tropical depression,-1,30,1008,NA,NA
Alberto,1994,7,1,6,22,-86.1,tropical depression,-1,30,1008,NA,NA
Alberto,1994,7,1,12,22.5,-86.4,tropical depression,-1,30,1008,NA,NA
Alberto,1994,7,1,18,23,-86.7,tropical depression,-1,30,1007,NA,NA
Alberto,1994,7,2,0,23.7,-87.1,tropical storm,0,35,1006,NA,NA
Alberto,1994,7,2,6,24.4,-87.5,tropical storm,0,35,1005,NA,NA
Alberto,1994,7,2,12,25.5,-87.5,tropical storm,0,40,1003,NA,NA
Alberto,1994,7,2,18,26.5,-86.9,tropical storm,0,45,1000,NA,NA
Alberto,1994,7,3,0,27.7,-86.8,tropical storm,0,45,998,NA,NA
Alberto,1994,7,3,6,28.8,-86.8,tropical storm,0,50,997,NA,NA
Alberto,1994,7,3,12,29.9,-86.7,tropical storm,0,55,993,NA,NA
Alberto,1994,7,3,15,30.4,-86.5,tropical storm,0,55,993,NA,NA
Alberto,1994,7,3,18,30.7,-86.3,tropical storm,0,45,1000,NA,NA
Alberto,1994,7,4,0,31.2,-86.1,tropical depression,-1,25,1004,NA,NA
Alberto,1994,7,4,6,31.7,-85.9,tropical depression,-1,20,1009,NA,NA
Alberto,1994,7,4,12,32.3,-85.5,tropical depression,-1,20,1011,NA,NA
Alberto,1994,7,4,18,32.7,-85.2,tropical depression,-1,20,1014,NA,NA
Alberto,1994,7,5,0,33,-85,tropical depression,-1,20,1014,NA,NA
Alberto,1994,7,5,6,33.2,-84.9,tropical depression,-1,20,1013,NA,NA
Alberto,1994,7,5,12,33.3,-84.8,tropical depression,-1,20,1013,NA,NA
Alberto,1994,7,5,18,33.5,-84.6,tropical depression,-1,20,1012,NA,NA
Alberto,1994,7,6,0,33.4,-84.4,tropical depression,-1,15,1013,NA,NA
Alberto,1994,7,6,6,33.3,-84.5,tropical depression,-1,15,1013,NA,NA
Alberto,1994,7,6,12,33.1,-84.8,tropical depression,-1,15,1013,NA,NA
Alberto,1994,7,6,18,32.8,-85.4,tropical depression,-1,15,1013,NA,NA
Alberto,1994,7,7,0,32.7,-86.3,tropical depression,-1,10,1012,NA,NA
Alberto,1994,7,7,6,32.7,-86.6,tropical depression,-1,10,1012,NA,NA
Alberto,1994,7,7,12,32.8,-86.8,tropical depression,-1,10,1012,NA,NA
Alberto,1994,7,7,18,33,-87,tropical depression,-1,10,1013,NA,NA
AL021994,1994,7,20,6,32.2,-78.9,tropical depression,-1,25,1017,NA,NA
AL021994,1994,7,20,12,33,-79.1,tropical depression,-1,30,1015,NA,NA
AL021994,1994,7,20,14,33.2,-79.2,tropical depression,-1,30,1015,NA,NA
AL021994,1994,7,20,18,33.7,-79.7,tropical depression,-1,25,1016,NA,NA
AL021994,1994,7,21,0,34.4,-80.5,tropical depression,-1,20,1016,NA,NA
AL021994,1994,7,21,6,35.2,-81,tropical depression,-1,15,1016,NA,NA
Beryl,1994,8,14,12,28.7,-87.2,tropical depression,-1,20,1013,NA,NA
Beryl,1994,8,14,18,29.4,-87.3,tropical depression,-1,25,1012,NA,NA
Beryl,1994,8,15,0,29.5,-86.3,tropical depression,-1,25,1009,NA,NA
Beryl,1994,8,15,6,29.6,-85.9,tropical depression,-1,30,1008,NA,NA
Beryl,1994,8,15,12,29.7,-85.6,tropical storm,0,35,1007,NA,NA
Beryl,1994,8,15,18,29.9,-85.7,tropical storm,0,45,1004,NA,NA
Beryl,1994,8,16,0,30,-85.6,tropical storm,0,50,1000,NA,NA
Beryl,1994,8,16,3,30.2,-85.4,tropical storm,0,50,999,NA,NA
Beryl,1994,8,16,6,30.4,-85.3,tropical storm,0,50,1003,NA,NA
Beryl,1994,8,16,12,31.3,-85,tropical depression,-1,30,1004,NA,NA
Beryl,1994,8,16,18,32.3,-84.5,tropical depression,-1,25,1005,NA,NA
Beryl,1994,8,17,0,33.3,-83.9,tropical depression,-1,20,1005,NA,NA
Beryl,1994,8,17,6,34.3,-83.5,tropical depression,-1,15,1006,NA,NA
Beryl,1994,8,17,12,35.5,-82.6,tropical depression,-1,15,1009,NA,NA
Beryl,1994,8,17,18,37.5,-81.5,tropical depression,-1,15,1011,NA,NA
Beryl,1994,8,18,0,38.5,-79.6,tropical depression,-1,15,1011,NA,NA
Beryl,1994,8,18,6,39.5,-77.5,tropical depression,-1,15,1011,NA,NA
Beryl,1994,8,18,12,41.2,-76,tropical depression,-1,15,1010,NA,NA
Beryl,1994,8,18,18,41.6,-73.9,tropical depression,-1,15,1010,NA,NA
Beryl,1994,8,19,0,42,-72,tropical depression,-1,15,1012,NA,NA
Chris,1994,8,16,12,11.3,-39.4,tropical depression,-1,30,1010,NA,NA
Chris,1994,8,16,18,11.5,-40.3,tropical depression,-1,30,1008,NA,NA
Chris,1994,8,17,0,11.7,-41.2,tropical storm,0,35,1006,NA,NA
Chris,1994,8,17,6,12.1,-42.2,tropical storm,0,40,1003,NA,NA
Chris,1994,8,17,12,12.6,-43.3,tropical storm,0,50,1000,NA,NA
Chris,1994,8,17,18,13.3,-44.5,tropical storm,0,60,994,NA,NA
Chris,1994,8,18,0,13.9,-45.6,tropical storm,0,60,988,NA,NA
Chris,1994,8,18,6,14.5,-46.8,hurricane,1,65,987,NA,NA
Chris,1994,8,18,12,15.2,-48,hurricane,1,65,987,NA,NA
Chris,1994,8,18,18,16,-49.3,hurricane,1,65,987,NA,NA
Chris,1994,8,19,0,17,-50.6,hurricane,1,70,985,NA,NA
Chris,1994,8,19,6,18,-51.9,hurricane,1,70,979,NA,NA
Chris,1994,8,19,12,19,-53.2,hurricane,1,70,979,NA,NA
Chris,1994,8,19,18,20.1,-54.4,hurricane,1,70,980,NA,NA
Chris,1994,8,20,0,21.3,-55.6,hurricane,1,65,984,NA,NA
Chris,1994,8,20,6,22.6,-56.8,tropical storm,0,60,995,NA,NA
Chris,1994,8,20,12,23.8,-58.2,tropical storm,0,50,1009,NA,NA
Chris,1994,8,20,18,24.9,-59.7,tropical storm,0,45,1010,NA,NA
Chris,1994,8,21,0,26.1,-61,tropical storm,0,40,1011,NA,NA
Chris,1994,8,21,6,27.3,-62.3,tropical storm,0,35,1012,NA,NA
Chris,1994,8,21,12,28.7,-63.1,tropical storm,0,35,1013,NA,NA
Chris,1994,8,21,18,30.4,-63.1,tropical storm,0,35,1013,NA,NA
Chris,1994,8,22,0,32.2,-62.8,tropical storm,0,35,1012,NA,NA
Chris,1994,8,22,6,33.8,-62.8,tropical storm,0,35,1008,NA,NA
Chris,1994,8,22,12,35,-63,tropical storm,0,35,1006,NA,NA
Chris,1994,8,22,18,36.2,-62.3,tropical storm,0,40,1004,NA,NA
Chris,1994,8,23,0,37.9,-60.7,tropical storm,0,40,1003,NA,NA
Chris,1994,8,23,6,39.9,-58.4,tropical storm,0,40,1003,NA,NA
Chris,1994,8,23,12,42.2,-55.5,tropical storm,0,45,1003,NA,NA
Chris,1994,8,23,18,44.7,-52,tropical storm,0,45,1003,NA,NA
AL051994,1994,8,29,12,20.5,-93,tropical depression,-1,30,1007,NA,NA
AL051994,1994,8,29,18,20.5,-93.8,tropical depression,-1,30,1007,NA,NA
AL051994,1994,8,30,0,20.6,-94.5,tropical depression,-1,30,1006,NA,NA
AL051994,1994,8,30,6,20.7,-95.2,tropical depression,-1,30,1005,NA,NA
AL051994,1994,8,30,12,21,-95.9,tropical depression,-1,30,1006,NA,NA
AL051994,1994,8,30,18,21.4,-96.5,tropical depression,-1,30,1006,NA,NA
AL051994,1994,8,31,0,21.8,-97.1,tropical depression,-1,30,1006,NA,NA
AL051994,1994,8,31,6,22.4,-98,tropical depression,-1,30,1007,NA,NA
AL051994,1994,8,31,12,23,-99,tropical depression,-1,30,1008,NA,NA
Debby,1994,9,9,12,13.1,-56.8,tropical depression,-1,25,1011,NA,NA
Debby,1994,9,9,18,13.4,-58.3,tropical depression,-1,30,1010,NA,NA
Debby,1994,9,10,0,13.7,-60.2,tropical storm,0,45,1010,NA,NA
Debby,1994,9,10,3,14,-61,tropical storm,0,55,1007,NA,NA
Debby,1994,9,10,6,14.1,-61.6,tropical storm,0,60,1006,NA,NA
Debby,1994,9,10,12,14.6,-63.2,tropical storm,0,55,1007,NA,NA
Debby,1994,9,10,18,15.1,-64.9,tropical storm,0,50,1008,NA,NA
Debby,1994,9,11,0,15.5,-66.7,tropical storm,0,50,1008,NA,NA
Ernesto,1994,9,21,18,10.1,-29.9,tropical depression,-1,25,1010,NA,NA
Ernesto,1994,9,22,0,10.5,-30.2,tropical depression,-1,25,1010,NA,NA
Ernesto,1994,9,22,6,11.1,-30.3,tropical depression,-1,30,1009,NA,NA
Ernesto,1994,9,22,12,11.8,-30.3,tropical storm,0,35,1005,NA,NA
